,Name of State / UT,Latitude,Longitude,Total Confirmed cases,Death,Cured/Discharged/Migrated,index,Date,coronaenquirycalls,cumulativepeopleinquarantine,negative,numcallsstatehelpline,numicubeds,numisolationbeds,numventilators,populationncp2019projection,positive,source1,state,tagpeopleinquarantine,tagtotaltested,testpositivityrate,testspermillion,testsperpositivecase,testsperthousand,totaln95masks,totalpeoplecurrentlyinquarantine,totalpeoplereleasedfromquarantine,totalppe,totaltested,unconfirmed,Active Cases
75,,,,,,,75,2020-04-14,0.0,0.0,211.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1249023214333743104,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,220.0,0.0,0.22,0.0,0.0,0.0,0.0,211.0,0.0,
76,,,,,,,76,2020-04-15,0.0,0.0,356.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1250301551106646016,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,371.0,0.0,0.37,0.0,0.0,0.0,0.0,356.0,0.0,
77,,,,,,,77,2020-04-16,0.0,0.0,382.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1250813940537278464,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,398.0,0.0,0.4,0.0,0.0,0.0,0.0,382.0,0.0,
78,,,,,,,78,2020-04-17,0.0,0.0,382.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1250813940537278464,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,398.0,0.0,0.4,0.0,0.0,0.0,0.0,382.0,0.0,
79,,,,,,,79,2020-04-18,0.0,0.0,382.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1250813940537278464,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,398.0,0.0,0.4,0.0,0.0,0.0,0.0,382.0,0.0,
80,,,,,,,80,2020-04-19,0.0,0.0,382.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1250813940537278464,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,398.0,0.0,0.4,0.0,0.0,0.0,0.0,382.0,0.0,
81,,,,,,,81,2020-04-20,0.0,0.0,382.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1250813940537278464,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,398.0,0.0,0.4,0.0,0.0,0.0,0.0,382.0,0.0,
82,,,,,,,82,2020-04-21,0.0,0.0,474.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1252302829840150531,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,494.0,0.0,0.49,0.0,0.0,0.0,0.0,474.0,0.0,
83,,,,,,,83,2020-04-22,0.0,0.0,674.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1252673213533949953,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,703.0,0.0,0.7,0.0,0.0,0.0,0.0,674.0,0.0,
84,,,,,,,84,2020-04-23,0.0,0.0,913.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1253396695653720064,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,952.0,0.0,0.95,0.0,0.0,0.0,0.0,913.0,0.0,
85,,,,,,,85,2020-04-24,0.0,0.0,913.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1253396695653720064,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,952.0,0.0,0.95,0.0,0.0,0.0,0.0,913.0,0.0,
86,,,,,,,86,2020-04-25,0.0,0.0,1386.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1254089361777401857,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,1445.0,0.0,1.45,0.0,0.0,0.0,0.0,1386.0,0.0,
87,,,,,,,87,2020-04-26,0.0,0.0,1901.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1254470145554120706,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,1982.0,0.0,1.98,0.0,0.0,0.0,0.0,1901.0,0.0,
88,,,,,,,88,2020-04-27,0.0,0.0,2379.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1254827828866158595,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,2481.0,0.0,2.48,0.0,0.0,0.0,0.0,2379.0,0.0,
89,,,,,,,89,2020-04-28,0.0,0.0,2379.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1254827828866158595,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,2481.0,0.0,2.48,0.0,0.0,0.0,0.0,2379.0,0.0,
90,,,,,,,90,2020-04-29,0.0,0.0,2921.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1255525945999527938,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,3046.0,0.0,3.05,0.0,0.0,0.0,0.0,2921.0,0.0,
91,,,,,,,91,2020-04-30,0.0,0.0,3464.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1255927430184873984,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,3612.0,0.0,3.61,0.0,0.0,0.0,0.0,3464.0,0.0,
92,,,,,,,92,2020-05-01,0.0,0.0,4003.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1256255551568334854,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,4174.0,0.0,4.17,0.0,0.0,0.0,0.0,4003.0,0.0,
93,,,,,,,93,2020-05-02,0.0,0.0,4003.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1256255551568334854,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,4174.0,0.0,4.17,0.0,0.0,0.0,0.0,4003.0,0.0,
94,,,,,,,94,2020-05-03,0.0,0.0,4328.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1256974650426437637,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,4513.0,0.0,4.51,0.0,0.0,0.0,0.0,4328.0,0.0,
95,,,,,,,95,2020-05-04,0.0,0.0,4434.0,0.0,0.0,0.0,0.0,959000.0,0.0,https://twitter.com/DnhPublicity/status/1257385472625725444,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.0,4624.0,0.0,4.62,0.0,0.0,0.0,0.0,4434.0,0.0,
96,,,,,,,96,2020-05-05,0.0,0.0,4780.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1257725665702547457,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,4985.0,4781.0,4.99,0.0,0.0,0.0,0.0,4781.0,0.0,
97,,,,,,,97,2020-05-06,0.0,0.0,4966.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1258108704974606337,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,5179.0,4967.0,5.18,0.0,0.0,0.0,0.0,4967.0,0.0,
98,,,,,,,98,2020-05-07,0.0,0.0,5271.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1258448806049439745,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,5497.0,5272.0,5.5,0.0,0.0,0.0,0.0,5272.0,0.0,
99,,,,,,,99,2020-05-08,0.0,0.0,5429.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1258819276066021381,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,5662.0,5430.0,5.66,0.0,0.0,0.0,0.0,5430.0,0.0,
100,,,,,,,100,2020-05-09,0.0,0.0,5429.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1258819276066021381,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,5662.0,5430.0,5.66,0.0,0.0,0.0,0.0,5430.0,0.0,
101,,,,,,,101,2020-05-10,0.0,0.0,5580.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1259571781272207360,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,5820.0,5581.0,5.82,0.0,0.0,0.0,0.0,5581.0,0.0,
102,,,,,,,102,2020-05-11,0.0,0.0,5762.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1259918026692071426,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,6009.0,5763.0,6.01,0.0,0.0,0.0,0.0,5763.0,0.0,
103,,,,,,,103,2020-05-12,0.0,0.0,5976.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1260261604366659590/photo/1,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,6233.0,5977.0,6.23,0.0,0.0,0.0,0.0,5977.0,0.0,
104,,,,,,,104,2020-05-13,0.0,0.0,6293.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1260634922441637890?s=20,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,6563.0,6294.0,6.56,0.0,0.0,0.0,0.0,6294.0,0.0,
105,,,,,,,105,2020-05-14,0.0,0.0,6553.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1260995897141473286?s=20,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,6834.0,6554.0,6.83,0.0,0.0,0.0,0.0,6554.0,0.0,
106,,,,,,,106,2020-05-15,0.0,0.0,6915.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1261360972272472069?s=20,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.01,7212.0,6916.0,7.21,0.0,0.0,0.0,0.0,6916.0,0.0,
107,,,,,,,107,2020-05-16,0.0,0.0,6915.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1261360972272472069?s=20,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.01,7212.0,6916.0,7.21,0.0,0.0,0.0,0.0,6916.0,0.0,
108,,,,,,,108,2020-05-17,0.0,0.0,7156.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1262059777712107521?s=20,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.01,7463.0,7157.0,7.46,0.0,0.0,0.0,0.0,7157.0,0.0,
109,,,,,,,109,2020-05-18,0.0,0.0,7570.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1262444413789384704?s=20,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.01,7895.0,7571.0,7.89,0.0,0.0,0.0,0.0,7571.0,0.0,
110,,,,,,,110,2020-05-19,0.0,0.0,7828.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1262775468366999552?s=20,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.01,8164.0,7829.0,8.16,0.0,0.0,0.0,0.0,7829.0,0.0,
111,,,,,,,111,2020-05-20,0.0,0.0,8136.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1263168578183970816?s=20,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.01,8485.0,8137.0,8.48,0.0,0.0,0.0,0.0,8137.0,0.0,
112,,,,,,,112,2020-05-21,0.0,0.0,8455.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1263533448083525633?s=20,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.01,8818.0,8456.0,8.82,0.0,0.0,0.0,0.0,8456.0,0.0,
113,,,,,,,113,2020-05-22,0.0,0.0,8978.0,0.0,0.0,0.0,0.0,959000.0,1.0,https://twitter.com/DnhPublicity/status/1263864311476293634?s=20,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.01,9363.0,8979.0,9.36,0.0,0.0,0.0,0.0,8979.0,0.0,
114,,,,,,,114,2020-05-23,0.0,0.0,9296.0,0.0,0.0,0.0,0.0,959000.0,2.0,https://twitter.com/DnhPublicity/status/1263864311476293634?s=20,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,9696.0,4649.0,9.7,0.0,0.0,0.0,0.0,9298.0,0.0,
115,,,,,,,115,2020-05-24,0.0,0.0,9676.0,0.0,0.0,0.0,0.0,959000.0,2.0,https://twitter.com/DnhPublicity/status/1264619636223598592/photo/1,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,10092.0,4839.0,10.09,0.0,0.0,0.0,0.0,9678.0,0.0,
116,,,,,,,116,2020-05-25,0.0,0.0,10083.0,0.0,0.0,0.0,0.0,959000.0,2.0,https://twitter.com/DnhPublicity/status/1264979941092995072/photo/1,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,10516.0,5043.0,10.52,0.0,0.0,0.0,0.0,10085.0,0.0,
117,,,,,,,117,2020-05-26,0.0,0.0,10386.0,0.0,0.0,0.0,0.0,959000.0,2.0,https://twitter.com/DnhPublicity/status/1265332888477806593?s=19,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,10832.0,5194.0,10.83,0.0,0.0,0.0,0.0,10388.0,0.0,
118,,,,,,,118,2020-05-27,0.0,0.0,10870.0,0.0,0.0,0.0,0.0,959000.0,2.0,https://twitter.com/DnhPublicity/status/1265707810584768513/photo/1,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,11337.0,5436.0,11.34,0.0,0.0,0.0,0.0,10872.0,0.0,
119,,,,,,,119,2020-05-28,0.0,0.0,11175.0,0.0,0.0,0.0,0.0,959000.0,2.0,https://twitter.com/DnhPublicity/status/1266074070841462785?s=19,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,11655.0,5589.0,11.65,0.0,0.0,0.0,0.0,11177.0,0.0,
120,,,,,,,120,2020-05-29,0.0,0.0,11475.0,0.0,0.0,0.0,0.0,959000.0,2.0,https://twitter.com/DnhPublicity/status/1266433661370617856?s=19,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,11968.0,5739.0,11.97,0.0,0.0,0.0,0.0,11477.0,0.0,
121,,,,,,,121,2020-05-30,0.0,0.0,11475.0,0.0,0.0,0.0,0.0,959000.0,2.0,https://twitter.com/DnhPublicity/status/1266433661370617856?s=19,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,11968.0,5739.0,11.97,0.0,0.0,0.0,0.0,11477.0,0.0,
122,,,,,,,122,2020-05-31,0.0,0.0,11475.0,0.0,0.0,0.0,0.0,959000.0,2.0,https://twitter.com/DnhPublicity/status/1266433661370617856?s=19,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.02,11968.0,5739.0,11.97,0.0,0.0,0.0,0.0,11477.0,0.0,
123,,,,,,,123,2020-06-01,0.0,0.0,11690.0,0.0,0.0,0.0,0.0,959000.0,3.0,https://twitter.com/DnhPublicity/status/1267485602360016896/photo/1,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.03,12193.0,3898.0,12.19,0.0,0.0,0.0,0.0,11693.0,0.0,
124,,,,,,,124,2020-06-02,0.0,0.0,11690.0,0.0,0.0,0.0,0.0,959000.0,3.0,https://twitter.com/DnhPublicity/status/1267485602360016896/photo/1,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.03,12193.0,3898.0,12.19,0.0,0.0,0.0,0.0,11693.0,0.0,
125,,,,,,,125,2020-06-03,0.0,0.0,12054.0,0.0,0.0,0.0,0.0,959000.0,10.0,https://twitter.com/DnhPublicity/status/1268205772565024776/photo/1,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.08,12580.0,1206.0,12.58,0.0,0.0,0.0,0.0,12064.0,0.0,
126,,,,,,,126,2020-06-04,0.0,0.0,12363.0,0.0,0.0,0.0,0.0,959000.0,12.0,https://twitter.com/DnhPublicity/status/1268577221683396618/photo/1,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.1,12904.0,1031.0,12.9,0.0,0.0,0.0,0.0,12375.0,0.0,
127,,,,,,,127,2020-06-05,0.0,0.0,12363.0,0.0,0.0,0.0,0.0,959000.0,12.0,https://twitter.com/DnhPublicity/status/1268577221683396618/photo/1,Dadra and Nagar Haveli and Daman and Diu,0.0,Tested,0.1,12904.0,1031.0,12.9,0.0,0.0,0.0,0.0,12375.0,0.0,
